        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 File                | PEI module            |   N/A    | 000007C2 | 16FE66E8 | ------- 968C1D9F-80C4-43B7-8CAE-668AA56C4E71 | SmbiosPeim
 Section             | PEI dependency        |   N/A    | 0000003A | C6991EFF | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000744 | 79296996 | -------- TE image section
 Section             | UI                    |   N/A    | 0000001A | 54046D6E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000402E | E681419D | ------- 39E8CA1A-7A69-4A73-834A-D06381933286 | UsbPei
 Section             | PEI dependency        |   N/A    | 00000082 | FED24BC6 | -------- PEI dependency section
 Section             | GUID defined          |   N/A    | 00003F92 | 30AB6AD2 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 00009424 | 5AA05A99 | --------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 55D62E0D | --------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File                | PEI module            |   N/A    | 00006036 | 7CFB6126 | ------- 9B3F28D5-10A6-46C8-BA72-BD40B847A71A | AmiTcgPlatformPeiAfterMem
 Section             | PEI dependency        |   N/A    | 0000004C | 55209B07 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00005F8C | 8D846BB4 | -------- TE image section
 Section             | UI                    |   N/A    | 00000038 | 80F64161 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00000422 | 85DE32B8 | ------- E9312938-E56B-4614-A252-CF7D2F377E26 | AmiTcgPlatformPeiBeforeMem
 Section             | PEI dependency        |   N/A    | 0000003A | E8D3BE04 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000384 | F8E39C08 | -------- TE image section
 Section             | UI                    |   N/A    | 0000003A | 0CF36075 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000040A | 8620819A | ------- 6B844C5B-6B75-42CA-8E8E-1CB94412B59B | TcgPeiplatform
 Section             | PEI dependency        |   N/A    | 0000003A | 0915A95E | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000384 | 26C22773 | -------- TE image section
 Section             | UI                    |   N/A    | 00000022 | 7735B7DF | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00002547 | F877D827 | ------- BDAD7D1A-4C48-4C75-B5BC-D002D17F6397 | AhciRecovery
 Section             | PEI dependency        |   N/A    | 00000082 | F5BFE9DB | -------- PEI dependency section
 Section             | GUID defined          |   N/A    | 000024AB | EAD16B0C | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 00003F44 | 98CA3DA9 | --------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 5EAD2382 | --------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File                | PEI module            |   N/A    | 0000106F | 66A45775 | ------- DACF705C-71DF-497D-AABE-10186B2E1DDE | Recovery
 Section             | PEI dependency        |   N/A    | 00000070 | 03EAF83B | -------- PEI dependency section
 Section             | GUID defined          |   N/A    | 00000FE7 | D2E930F0 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 00001824 | 5D73A47F | --------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 15FE41AC | --------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File                | PEI module            |   N/A    | 000029DD | 1DA27B6E | ------- 7ECD9C20-68B9-4A6F-B515-D64FF500B109 | FsRecovery
 Section             | PEI dependency        |   N/A    | 00000070 | 8FDBBC75 | -------- PEI dependency section
 Section             | GUID defined          |   N/A    | 00002955 | 4EE92C11 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 00004744 | D0679B05 | --------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 4C4D771A | --------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File                | PEI module            |   N/A    | 000032EE | 42A3D0E6 | ------- 00026AEB-F334-4C15-A7F0-E1E897E9FE91 | NvmeRecovery
 Section             | PEI dependency        |   N/A    | 00000082 | F5BFE9DB | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00003224 | 9FDC8AC3 | -------- TE image section
 Section             | UI                    |   N/A    | 0000001E | D69825A0 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | Freeform              |   N/A    | 00004EB2 | 8D1E6C84 | ------- 52BF7D53-79CF-4555-A517-1E8BB3042332
 Section             | Raw                   |   N/A    | 00004E9A | 18CB449D | -------- Raw section
 File                | Freeform              |   N/A    | 0000221C | B8298137 | ------- DCB132E7-27D2-40FF-9C3F-9F280B3D10F5
 Section             | Raw                   |   N/A    | 00002204 | CF407B7F | -------- Raw section
 File                | Freeform              |   N/A    | 0000223A | 95D09763 | ------- 8958D092-7B26-4E47-BB98-16AE2DC315A2 | IntelGopVbt2
 Section             | Raw                   |   N/A    | 00002204 | CF407B7F | -------- Raw section
 Section             | UI                    |   N/A    | 0000001E | D55B6873 | -------- UI section
 File                | Freeform              |   N/A    | 0000051A | B2B96E53 | ------- 0CAE55C0-65B3-4734-832A-74322E1C813A
 Section             | GUID defined          |   N/A    | 00000502 | DB7BEC8D | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 00009F38 | BB7B992F | --------- Raw section
 Free space          |                       |   N/A    | 00000550 | 29F7AD6B | ------- Volume free space
 Free space          |                       | 00BF5C18 | 0008A3E8 | 0B5E1CEF | --- Volume free space
 Volume              | FFSv2                 | 00C80000 | 0006F000 | 8B82754D | -- 8C8CE578-8A3D-4F1C-9935-896185C32DD3
 File                | Volume image          | 00C80048 | 0005A028 | 3C1279A4 | --- 3417F275-4CF1-42D8-A0C3-B3F60779DF4D
 Section             | Raw                   | 00C80060 | 0000000C | 7EBC7FC4 | ---- Raw section
 Section             | Volume image          | 00C8006C | 0005A004 | E6F771F1 | ---- Volume image section
 Volume              | FFSv2                 | 00C80070 | 0005A000 | CFF5A2F4 | ----- 1B5C27FE-F01C-4FBC-AEAE-341B2E992A17
 File                | Raw                   | 00C800E8 | 000000A0 | 28B53485 | ------ 912740BE-2284-4734-B971-84B027353F0C
 Section             | Raw                   | 00C80100 | 00000088 | 48A2EE7F | ------- Raw section
 File                | SEC core              | 00C80188 | 00000540 | CB9EAD4B | ------ DF0FCD70-264A-40BF-BBD4-06C76DB19CB1
 Section             | Raw                   | 00C801A0 | 00000004 | CA4DE08B | ------- Raw section
 Section             | TE image              | 00C801A4 | 00000524 | F50743E6 | ------- TE image section
 File                | PEI module            | 00C806C8 | 0000252A | AB6422A6 | ------ 86D70125-BAA3-4296-A62F-602BEBBB9081 | DxeIpl
 Section             | PEI dependency        | 00C806E0 | 0000004C | 625EDC29 | ------- PEI dependency section
 Section             | TE image              | 00C8072C | 000024A4 | E318D84C | ------- TE image section
 Section             | UI                    | 00C82BD0 | 00000012 | 3A14057A | ------- UI section
 Section             | Version               | 00C82BE4 | 0000000E | 80E5540A | ------- Version section
 File                | PEI module            | 00C82BF8 | 00021DC8 | B1A7D1B5 | ------ 299D6F8B-2EC9-4E40-9EC6-DDAA7EBF5FD9 | SiInitFsp
 Section             | PEI dependency        | 00C82C10 | 0000003A | D7DFE49C | ------- PEI dependency section
 Section             | Compressed            | 00C82C4C | 00021D74 | 24CE10B6 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00036AC4 | E787C1E9 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 5A5ECF41 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CA49C0 | 00002AA8 | 663542D6 | ------ 131B73AC-C033-4DE1-8794-6DAB08E731CF | FspInit
 Section             | PEI dependency        | 00CA49D8 | 0000004C | C5C163CD | ------- PEI dependency section
 Section             | Compressed            | 00CA4A24 | 00002A44 | 88BE3453 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00004864 | 7F9F6620 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | E1C2D1CE | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CA7468 | 00003C5A | E9B1862A | ------ EDADEB9D-DDBA-48BD-9D22-C1C169C8C5C6 | CpuMpPei
 Section             | PEI dependency        | 00CA7480 | 00000028 | 3F90EB89 | ------- PEI dependency section
 Section             | Compressed            | 00CA74A8 | 00003C1A | EFF6A459 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00005E44 | 3EBEFC3E | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | ACF23282 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CAB0C8 | 000004F8 | E3A3FC19 | ------ 4E22BF36-C59D-47C4-9FD1-25A603D75958 | SaInitFsp
 Section             | PEI dependency        | 00CAB0E0 | 0000003A | 9873AE60 | ------- PEI dependency section
 Section             | Compressed            | 00CAB11C | 000004A4 | 4677C322 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 000007C4 | BEC834E3 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 4D0F614D | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CAB5C0 | 00000ACC | E09FA5B7 | ------ 54D7CC18-492A-4B43-AD9E-A461D81F82B5 | PchInitFspTgl
 Section             | PEI dependency        | 00CAB5D8 | 0000004C | BF6ACA45 | ------- PEI dependency section
 Section             | Compressed            | 00CAB624 | 00000A68 | 744832A5 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00001084 | 93F209AB | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000020 | BBAB3FE4 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CAC090 | 0000238E | 064C2D49 | ------ EEE8D8EC-40C2-159B-71C7-8796EEEF3FBC | HeciInit
 Section             | PEI dependency        | 00CAC0A8 | 0000004C | BF6ACA45 | ------- PEI dependency section
 Section             | Compressed            | 00CAC0F4 | 0000232A | 13651B2B | ------- Compressed section
 Section             | PE32 image            |   N/A    | 000036A4 | 1F3AE2A9 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 990C92BD | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CAE420 | 0000051C | A4675032 | ------ 29CBB005-C972-49F3-960F-292E2202CECD | FspNotifyPhasePeim
 Section             | PEI dependency        | 00CAE438 | 0000003A | 5AFD26C3 | ------- PEI dependency section
 Section             | Compressed            | 00CAE474 | 000004C8 | 5C6A5C6B | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00000804 | D73EC30F | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | D36FEE56 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CAE940 | 0000042E | FFC0EF0A | ------ EA7F0916-B5C8-493F-A006-565CC2041044 | FspS3Notify
 Section             | PEI dependency        | 00CAE958 | 00000028 | 3DD9DD66 | ------- PEI dependency section
 Section             | TE image              | 00CAE980 | 000003C4 | D32FAA89 | ------- TE image section
 Section             | UI                    | 00CAED44 | 0000001C | 930B2EC6 | ------- UI section
 Section             | Version               | 00CAED60 | 0000000E | 80E5540A | ------- Version section
 File                | PEI module            | 00CAED70 | 00000621 | 337F49B3 | ------ 4F1F379F-2A62-48BB-AC34-D3F135C6E2B7 | PcatSingleSegmentPciCfg2Pei
 Section             | PEI dependency        | 00CAED88 | 00000028 | F5A1153C | ------- PEI dependency section
 Section             | Compressed            | 00CAEDB0 | 000005E1 | A65FEDC4 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00000AA4 | 29066DA7 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000003C | EB97D82A | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CAF398 | 0000ED10 | A25DA26B | ------ 76ED893A-B2F9-4C7D-A05F-1EA170ECF6CD | IntelGraphicsPeiDriver
 Section             | PEI dependency        | 00CAF3B0 | 00000028 | 797764FB | ------- PEI dependency section
 Section             | Compressed            | 00CAF3D8 | 0000ECD0 | 892C1C97 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 0001B544 | 04669FAB | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000032 | 19D162BF | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            | 00CBE0A8 | 000001D4 | 79658A57 | ------ 8B555AE2-4254-43A2-839E-4869604CCC9A | FspEndOfPei2Peim
 Section             | PEI dependency        | 00CBE0C0 | 0000003B | 6396803C | ------- PEI dependency section
 Section             | Compressed            | 00CBE0FC | 00000180 | D61BA422 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00000384 | DA5D35B5 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | 696F1139 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            | 00CBE280 | 0000149E | 8385E9D6 | ------ B8BA8298-AF29-4FA3-9D10-27A8478BB6A7 | PchInitDxeFsp
 Section             | DXE dependency        | 00CBE298 | 00000028 | EB361868 | ------- DXE dependency section
 Section             | Compressed            | 00CBE2C0 | 0000145E | 1F4FE853 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00002644 | FCE0009D | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000020 | 56C68B17 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            | 00CBF720 | 00002635 | 98DB0ACC | ------ C92652E3-C7DE-4C78-9577-1C897C51BFFA | HeciInitDxeFsp
 Section             | DXE dependency        | 00CBF738 | 0000004C | 5D05C232 | ------- DXE dependency section
 Section             | Compressed            | 00CBF784 | 000025D1 | ED3A633E | ------- Compressed section
 Section             | PE32 image            |   N/A    | 00004184 | 88A63E2C | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | D4D0F86B | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            | 00CC1D58 | 00000AB4 | 60301EB1 | ------ 1C652EC8-2347-44C1-93E0-D1BEE8C82FFC | SaInitDxeFsp
 Section             | DXE dependency        | 00CC1D70 | 00000082 | 8C7D3CA4 | ------- DXE dependency section
 Section             | Compressed            | 00CC1DF4 | 00000A18 | 55361E93 | ------- Compressed section
 Section             | PE32 image            |   N/A    | 000013A4 | 0968830A | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 57359C8F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | Raw                   | 00CC2810 | 00000ECC | E273ECDB | ------ E3CD9B18-998C-4F76-B65E-98B154E5446F
 Section             | Raw                   | 00CC2828 | 00000EB4 | 871803FE | ------- Raw section
 Free space          |                       | 00CC36E0 | 00016990 | 68A9AB5D | ------ Volume free space
 Free space          |                       | 00CDA070 | 00014F90 | 1F7D7920 | --- Volume free space
 Volume              | FFSv2                 | 00CEF000 | 0008B000 | 1E31DEC0 | -- 52F1AFB6-78A6-448F-8274-F370549AC5D0
 File                | Raw                   | 00CEF078 | 000000A0 | 68CD4BC2 | --- 912740BE-2284-4734-B971-84B027353F0C
 Section             | Raw                   | 00CEF090 | 00000088 | 08DA9138 | ---- Raw section
 File                | SEC core              | 00CEF118 | 00000A60 | B738310B | --- C2F9AE46-3437-4FEF-9CB1-9A568B282FEE
 Section             | Raw                   | 00CEF130 | 00000004 | CA4DE08B | ---- Raw section
 Section             | TE image              | 00CEF134 | 00000A44 | 7CAC8A0F | ---- TE image section
 File                | PEI core              | 00CEFB78 | 000058FE | A7D1AB35 | --- 52C05B14-0B98-496C-BC3B-04B50211D680 | PeiCore
 Section             | TE image              | 00CEFB90 | 000058C4 | B2E0BE3B | ---- TE image section
 Section             | UI                    | 00CF5454 | 00000014 | 018974F6 | ---- UI section
 Section             | Version               | 00CF5468 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00CF5478 | 000019A2 | 4ECE1950 | --- 9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50 | PcdPeim
 Section             | Raw                   | 00CF5490 | 0000012C | 5B621EA1 | ---- Raw section
 Section             | PEI dependency        | 00CF55BC | 00000016 | 02609ED2 | ---- PEI dependency section
 Section             | TE image              | 00CF55D4 | 00001824 | 3EA4CCA7 | ---- TE image section
 Section             | UI                    | 00CF6DF8 | 00000014 | 9618C23A | ---- UI section
 Section             | Version               | 00CF6E0C | 0000000E | 468A5D8D | ---- Version section
 File                | PEI module            | 00CF6E20 | 00000816 | 37340BD3 | --- 6141E486-7543-4F1A-A579-FF532ED78E75 | ResetSystemPei
 Section             | PEI dependency        | 00CF6E38 | 00000028 | F5A1153C | ---- PEI dependency section
 Section             | TE image              | 00CF6E60 | 000007A4 | 0C6A83E6 | ---- TE image section
 Section             | UI                    | 00CF7604 | 00000022 | D1BD9C20 | ---- UI section
 Section             | Version               | 00CF7628 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00CF7638 | 00000452 | 97072B40 | --- BAEB5BEE-5B33-480A-8AB7-B29C85E7CEAB | FspGlobalDataInitPei
 Section             | PEI dependency        | 00CF7650 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00CF7668 | 000003E4 | D7AA9C33 | ---- TE image section
 Section             | UI                    | 00CF7A4C | 0000002E | 4A5FF8CC | ---- UI section
 Section             | Version               | 00CF7A7C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00CF7A90 | 0000034E | 7AE70262 | --- 88C17E54-EBFE-4531-A992-581029F58126 | FspPcdInit
 Section             | PEI dependency        | 00CF7AA8 | 00000028 | 17DBA366 | ---- PEI dependency section
 Section             | TE image              | 00CF7AD0 | 000002E4 | 042D5F4D | ---- TE image section
 Section             | UI                    | 00CF7DB4 | 0000001A | B1E57734 | ---- UI section
 Section             | Version               | 00CF7DD0 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00CF7DE0 | 0007BB5E | A95C5FD3 | --- A8499E65-A6F6-48B0-96DB-45C266030D83 | SiInitPreMemFsp
 Section             | PEI dependency        | 00CF7DF8 | 00000028 | 6F57C50E | ---- PEI dependency section
 Section             | TE image              | 00CF7E20 | 0007BAEC | 16872A54 | ---- TE image section
 Section             | UI                    | 00D7390C | 00000024 | 6EB8B53B | ---- UI section
 Section             | Version               | 00D73930 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D73940 | 00005886 | C6039FE8 | --- 9E1CC850-6731-4848-8752-6673C7005EEE | FspInitPreMem
 Section             | PEI dependency        | 00D73958 | 0000003A | 8E7472BD | ---- PEI dependency section
 Section             | TE image              | 00D73994 | 00005804 | 43219E1E | ---- TE image section
 Section             | UI                    | 00D79198 | 00000020 | F0AE65F6 | ---- UI section
 Section             | Version               | 00D791B8 | 0000000E | 80E5540A | ---- Version section
 File                | Raw                   | 00D791C8 | 00000974 | 84AB1786 | --- D5B86AEA-6AF7-40D4-8014-982301BC3D89
 Section             | Raw                   | 00D791E0 | 0000095C | C706ECE7 | ---- Raw section
 File                | Pad                   | 00D79B40 | 00000018 | 9BDC9D65 | --- Padding file
 File                | Raw                   | 00D79B58 | 00000067 | 19932175 | --- D9093578-08EB-44DF-B9D8-D0C1D3D55D96
 Section             | Raw                   | 00D79B70 | 0000004F | 4DFA600A | ---- Raw section
 Free space          |                       | 00D79BC0 | 00000440 | 3ADF097F | --- Volume free space
 Volume              | FFSv2                 | 00D7A000 | 00006000 | 95CB16A5 | -- 7BEBD21A-A1E5-4C4C-9CA1-A0C168BCBD9D
 File                | Raw                   | 00D7A078 | 000000A0 | 12EB9854 | --- 912740BE-2284-4734-B971-84B027353F0C
 Section             | Raw                   | 00D7A090 | 00000088 | 72FC42AE | ---- Raw section
 File                | SEC core              | 00D7A118 | 00005740 | 278299DC | --- 5B94E419-C795-414D-A0D4-B80A877BE5FE
 Section             | Raw                   | 00D7A130 | 00000004 | CA4DE08B | ---- Raw section
 Section             | TE image              | 00D7A134 | 00005724 | 6341F050 | ---- TE image section
 File                | Raw                   | 00D7F858 | 000000D4 | C20FB1BE | --- 70BCF6A5-FFB1-47D8-B1AE-EFE5508E23EA
 Section             | Raw                   | 00D7F870 | 000000BC | 83D550E3 | ---- Raw section
 Free space          |                       | 00D7F930 | 000006D0 | 0786C2EE | --- Volume free space
 Volume              | FFSv2                 | 00D80000 | 000B0000 | 23923591 | -- 61C0F511-A691-4F54-974F-B9A42172CE53
 File                | Freeform              | 00D80078 | 0000014C | 2B6B485E | --- 1B45CC0A-156A-428A-AF62-49864DA0E6E6 | PEI apriori file
 Section             | Raw                   | 00D80090 | 00000134 | D16F80B6 | ---- Raw section
 File                | Freeform              | 00D801C8 | 0000003C | 0C2EB511 | --- 5B85965C-455D-4CC6-9C4C-7F086967D2B0
 Section             | Raw                   | 00D801E0 | 00000024 | 0E18019C | ---- Raw section
 File                | PEI module            | 00D80208 | 0000031A | 1F608C7F | --- 3E7DD42F-A67E-4D4F-BC02-2B5A6EC8DAE9 | SetupVariablePei
 Section             | PEI dependency        | 00D80220 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D80248 | 000002A4 | 7EDE86F4 | ---- TE image section
 Section             | UI                    | 00D804EC | 00000026 | 79F09304 | ---- UI section
 Section             | Version               | 00D80514 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D80528 | 00001DCE | 10C3AAEE | --- C779F6D8-7113-4AA1-9648-EB1633C7D53B | CapsulePei
 Section             | PEI dependency        | 00D80540 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D80568 | 00001D64 | 2458B501 | ---- TE image section
 Section             | UI                    | 00D822CC | 0000001A | 66787EDE | ---- UI section
 Section             | Version               | 00D822E8 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D822F8 | 00001592 | 0E4FE2F0 | --- 9962883C-C025-4EBB-B699-4EA4D147C8A8 | AmiTxtTcgPeim
 Section             | PEI dependency        | 00D82310 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D82338 | 00001524 | B9A54530 | ---- TE image section
 Section             | UI                    | 00D8385C | 00000020 | 7D2955EC | ---- UI section
 Section             | Version               | 00D8387C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D83890 | 00001606 | 4A24B360 | --- 79AA6086-035A-4AD9-A89A-A6D5AA27F0E2 | NbPei
 Section             | PEI dependency        | 00D838A8 | 0000004C | DB496778 | ---- PEI dependency section
 Section             | TE image              | 00D838F4 | 00001584 | A16F2A5F | ---- TE image section
 Section             | UI                    | 00D84E78 | 00000010 | E4C50507 | ---- UI section
 Section             | Version               | 00D84E88 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D84E98 | 0000121A | F483FBE0 | --- C1FBD624-27EA-40D1-AA48-94C3DC5C7E0D | SbPei
 Section             | PEI dependency        | 00D84EB0 | 0000005E | 748DBAC3 | ---- PEI dependency section
 Section             | TE image              | 00D84F10 | 00001184 | 45B7C41A | ---- TE image section
 Section             | UI                    | 00D86094 | 00000010 | 7672E915 | ---- UI section
 Section             | Version               | 00D860A4 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D860B8 | 0000188A | 51CE39E1 | --- F906769F-4AED-4A0D-8C7C-FF21B9D1051A | IntelVTdPmrPei
 Section             | PEI dependency        | 00D860D0 | 0000003A | 358FC329 | ---- PEI dependency section
 Section             | TE image              | 00D8610C | 00001804 | 83241815 | ---- TE image section
 Section             | UI                    | 00D87910 | 00000022 | 805859E4 | ---- UI section
 Section             | Version               | 00D87934 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D87948 | 00000A4A | FC1060B4 | --- 839EB770-5C64-4EED-A6D5-EC515B2B2B23 | PlatformVTdInfoSamplePei
 Section             | PEI dependency        | 00D87960 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D87988 | 000009C4 | AE0BAD1D | ---- TE image section
 Section             | UI                    | 00D8834C | 00000036 | CA1CD557 | ---- UI section
 Section             | Version               | 00D88384 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D88398 | 00000566 | 28D4D8C9 | --- 52B3DBA7-9565-48E8-8E13-EC7196721B3C | PlatformInfoPei
 Section             | PEI dependency        | 00D883B0 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00D883C8 | 00000504 | C1E453B4 | ---- TE image section
 Section             | UI                    | 00D888CC | 00000024 | 496B8634 | ---- UI section
 Section             | Version               | 00D888F0 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D88900 | 00001496 | F8DDC0FD | --- B41956E1-7CA2-42DB-9562-168389F0F066 | BootGuardPei
 Section             | PEI dependency        | 00D88918 | 0000003A | 51A1C906 | ---- PEI dependency section
 Section             | TE image              | 00D88954 | 00001414 | 37B3765D | ---- TE image section
 Section             | UI                    | 00D89D68 | 0000001E | D18CA32B | ---- UI section
 Section             | Version               | 00D89D88 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D89D98 | 0000047A | 1E84E703 | --- CAC3FB95-33F5-4596-818B-68E024DDB67B | IsSecRecoveryPEI
 Section             | PEI dependency        | 00D89DB0 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D89DD8 | 00000404 | 346E3B8F | ---- TE image section
 Section             | UI                    | 00D8A1DC | 00000026 | 16DBD09E | ---- UI section
 Section             | Version               | 00D8A204 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D8A218 | 0000050A | 77CA82E7 | --- 0FE9DA53-043D-4265-A94D-FD77FEDE2EB4 | TcgPlatformSetupPeiPolicy
 Section             | PEI dependency        | 00D8A230 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D8A258 | 00000484 | 5597CB7A | ---- TE image section
 Section             | UI                    | 00D8A6DC | 00000038 | 875DB405 | ---- UI section
 Section             | Version               | 00D8A714 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D8A728 | 00000D7A | D96A662D | --- 0135229A-EBB5-4A21-957D-1D20057CF751 | TCMPEI
 Section             | PEI dependency        | 00D8A740 | 0000003A | 9C39EEBD | ---- PEI dependency section
 Section             | TE image              | 00D8A77C | 00000D04 | 2DC6B2B5 | ---- TE image section
 Section             | UI                    | 00D8B480 | 00000012 | C5380B2A | ---- UI section
 Section             | Version               | 00D8B494 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D8B4A8 | 0000054A | 304E3204 | --- 9EA28D33-0175-4788-BEA8-6950516030A5 | SmBusPei
 Section             | PEI dependency        | 00D8B4C0 | 00000028 | 6F57C50E | ---- PEI dependency section
 Section             | TE image              | 00D8B4E8 | 000004E4 | BE008F56 | ---- TE image section
 Section             | UI                    | 00D8B9CC | 00000016 | 5A3507D0 | ---- UI section
 Section             | Version               | 00D8B9E4 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D8B9F8 | 0000049A | 670AF903 | --- 0D1ED2F7-E92B-4562-92DD-5C82EC917EAE | CrbPei
 Section             | PEI dependency        | 00D8BA10 | 0000003A | E9825A9E | ---- PEI dependency section
